nondependent,"['C0020440', 'C0743482']"
nondipper,['C0149746']
nondiseased,['C0241158']
nondominant,['C0002416']
nondrinker,['C0337672']
none,"['C0231690', 'C0030552', 'C0030232', 'C0240962', 'C0028643']"
nonelderly,['C0871754']
nonepileptic,"['C0036572', 'C0438696']"
nonepithelial,['C0741302']
nonexercise,"['C0205254', 'C0497406']"
nonexposed,['C0337672']
nonfluent,['C0233647']
nonfood,['C0020175']
nonhealing,"['C0013491', 'C0008767']"
nonhematologic,"['C1096646', 'C0004093', 'C0231528', 'C0003862', 'C0559546']"
nonimmunized,['C0427629']
nonischemic,['C0520886']
nonketotic,"['C0020621', 'C0085628', 'C0020625', 'C0032617']"
nonmedical,['C0237154']
nonmetastatic,['C0024103']
nonmotor,"['C0233565', 'C0234133', 'C0338656', 'C0040822']"
nonnal,['C0024103']
nonneoplastic,['C0741302']
nonobstructive,['C0242453']
nonocular,"['C0026961', 'C0085635', 'C0019080']"
nonpalpable,['C0034079']
nonparetic,['C0233565']
nonphysiological,['C0235396']
nonpregnant,['C0860096']
nonproductive,"['C0457097', 'C0019079']"
nonprogressive,"['C0004134', 'C0234133']"
nonprogressor,['C0016927']
nonproliferative,['C0741302']
nonpsychiatric,['C0007398']
nonpulsatile,"['C0006318', 'C0149746', 'C0240100', 'C0232118', 'C0578150']"
nonreactive,"['C0032739', 'C0427629']"
nonrecurrent,['C1321756']
nonrenal,"['C0239981', 'C0020639', 'C0020461']"
nonrespiratory,"['C0043144', 'C0038450', 'C0700292', 'C0476273', 'C0020578']"
nonresponsive,['C0241526']
nonresponsiveness,['C0241526']
nonshared,['C0578859']
nonsmoking,['C0337672']
nonstress,"['C0020578', 'C0235396']"
nonsurgical,['C0036396']
nonsurvivor,['C0578150']
nonsustained,"['C0520886', 'C0520887', 'C0039070', 'C0232201', 'C0235710']"
nonsymptomatic,['C0231221']
nontender,"['C0232498', 'C0332573', 'C0006318', 'C0541911', 'C0030232']"
nontraumatic,['C0019080']
nonuse,['C0239301']
nonuser,"['C0337672', 'C0239301']"
nonvaccinated,['C1260880']
nonventilated,"['C0020440', 'C0700292', 'C0020578']"
nonword,['C0233647']
norethindrone,['C0239301']
norethisterone,['C0239301']
normal,['C0231221']
normo,['C0149746']
normobaric,"['C0020578', 'C0020440']"
normocapnium,"['C0020440', 'C0020578', 'C0700292']"
normochromic,"['C0038002', 'C0019214', 'C0085702', 'C0019209', 'C0030232']"
normocytic,"['C0085702', 'C0038002', 'C0019214', 'C0020639', 'C0030232']"
normosmic,['C0003126']
normotension,['C0149746']
normotensive,['C0149746']
normothermic,"['C0578150', 'C0020578']"
normothermium,"['C0578150', 'C0020440', 'C0020578']"
nose,"['C0848340', 'C0010200', 'C0019825', 'C0037383', 'C0008301']"
nosebleed,"['C0033774', 'C0085624', 'C0240962', 'C0013491', 'C0019079']"
nosological,"['C0917799', 'C0007398', 'C0240805', 'C0234133']"
nosology,"['C0007398', 'C0917799', 'C0240805']"
nostril,['C0037383']
notching,['C0277845']
notej,['C1299586']
nourished,['C0041667']
novocastra,['C0746619']
noxious,"['C0677500', 'C0423571', 'C0030193']"
npcr,"['C0239981', 'C0020639']"
nppv,"['C0700292', 'C0425488']"
nr,['C0018932']
nrbc,['C0085702']
nrems,['C0751229']
nritld,"['C0032739', 'C0743482']"
nrs,['C0030193']
nsaa,['C0016927']
nsduh,['C0237154']
nsip,['C0743482']
nslbp,"['C0024031', 'C0036396', 'C0030193']"
nsr,['C0232201']
nssa,['C0016927']
nssi,['C0438696']
nssus,['C0438696']
nstemi,"['C0520886', 'C0002962']"
nstemus,['C0520886']
nsvt,"['C0520887', 'C0232201', 'C0039070', 'C0520886']"
ntm,['C0032739']
ntx,['C0239301']
nucleocapsid,['C0016927']
nucleoplasty,['C0036396']
nugent,['C1384606']
nullipara,"['C0860096', 'C0006157']"
nulliparity,"['C0860096', 'C0239301', 'C0006157', 'C0235250']"
nulliparous,"['C0860096', 'C0006157']"
numbering,['C0429562']
numbing,['C0028084']
numeral,['C0233647']
numeration,['C0429562']
nummular,"['C0241157', 'C0332573', 'C0041834', 'C0085636', 'C0033774']"
nursing,['C0871754']
nutri,['C0043094']
nutrition,"['C0497406', 'C0043094', 'C0020175', 'C0041667']"
nutritional,"['C0043094', 'C0020175', 'C0497406']"
nutrj,['C0016204']
nvl,['C0032739']
nye,['C0554980']
nyha,"['C0085619', 'C0235710', 'C0013404', 'C0002962', 'C0392680']"
nystagmus,"['C0042571', 'C0030552', 'C0040822', 'C0872410', 'C0013362']"
oab,"['C0242453', 'C0014394', 'C0600142']"
oae,"['C0034880', 'C0040264', 'C0003126']"
oats,['C0149696']
oaus,['C0018862']
obe,"['C0497406', 'C0043094']"
obes,['C0497406']
obese,"['C0497406', 'C0043094', 'C0205254']"
obesjobesjournal,"['C0006625', 'C0043094', 'C0497406']"
obesogenic,"['C0497406', 'C0020175', 'C0205254', 'C0043094']"
obgyn,['C0558141']
obgyncase,['C0006157']
obgynfacts,"['C0006157', 'C0860096']"
obliteration,"['C0008767', 'C0205400']"
obliterative,['C0743482']
oblivious,['C0558261']
obscuration,"['C0085635', 'C0085636', 'C0026961']"
obsess,"['C0847488', 'C0558261']"
obsession,"['C0424230', 'C0424337']"
obsessional,"['C0028084', 'C0424230']"
obsessive,['C0030318']
obst,['C0006157']
obstacle,['C1299586']
obstetric,"['C0156543', 'C0006157', 'C0860096']"
obstetrical,"['C0006157', 'C0860096', 'C0156543']"
obstetrician,"['C0006157', 'C0156543']"
obstetrics,"['C0006157', 'C0156543', 'C0860096']"
obstruct,['C0264576']
obstruction,"['C0038450', 'C0037763', 'C0264576', 'C0205400']"
obstructive,['C0013404']
oby,"['C0497406', 'C0205254']"
occasional,"['C0038999', 'C0023380']"
occasionally,"['C0038999', 'C0241157']"
occlusive,['C0002962']
occult,"['C0231221', 'C0277977']"
occurance,"['C0232602', 'C0149758', 'C0232726', 'C0016204', 'C0559546']"
occurring,['C0240805']
ocd,['C0030318']
ocity,['C0427008']
ocp,['C0239301']
octogenarian,['C0871754']
ocular,['C0026961']
oculopharyngeal,['C0004134']
oculus,['C0026961']
oddi,"['C1321756', 'C0242453']"
odell,['C0554980']
oder,['C0221232']
odorless,['C0443260']
odorous,['C0677500']
ody,['C0746619']
odynophagium,"['C0019825', 'C0085624', 'C0232726', 'C0019079', 'C1291077']"
oedema,"['C0019080', 'C0030232', 'C0013491', 'C0010520', 'C0020649']"
oedematous,"['C0013491', 'C0241157', 'C0205400', 'C0030232', 'C0000731']"
oef,['C0347938']
oesophageal,['C0018834']
oesophagitis,"['C0018834', 'C1321756']"
oestrogen,['C0239301']
oestrogenic,['C0239301']
ofanimal,['C0008301']
ofbreast,['C0024103']
ofdisease,['C0743482']
offend,['C0438696']
offender,['C0438696']
offens,['C0237154']
offensive,['C0008301']
ofi,"['C0231528', 'C0151315']"
ofjoint,['C0018862']
often,['C1299586']
ohss,"['C0235250', 'C0006157']"
oily,['C0443260']
oit,"['C0149696', 'C0033774']"
okay,"['C0558261', 'C0847488']"
okc,['C0741302']
older,"['C0871754', 'C0497406', 'C0205254']"
olfaction,['C0003126']
oligoarticular,['C0018862']
oligohydramnio,"['C0006157', 'C0576456', 'C0860096']"
oligomenorrhea,"['C0019572', 'C0600142', 'C0235250', 'C0022107', 'C1384606']"
oligospermium,['C0019572']
oliguric,"['C0028961', 'C0020625', 'C0020461', 'C0239981', 'C0020621']"
oligurium,"['C0028961', 'C0239981', 'C0020639', 'C0020621', 'C0020649']"
olk,['C0741302']
olp,['C0741302']
olt,['C0231187']
omeprazole,['C0018834']
omit,['C0424092']
onabotulinumtoxina,['C0392699']
oncocytic,['C0741302']
oncogenesis,['C1269955']
oncolcase,['C0085606']
onlinebiomed,"['C0240100', 'C0006318', 'C0231890']"
onlinebiomedical,['C0006318']
onset,"['C0240805', 'C0036572']"
onycholysis,"['C0013491', 'C0332573', 'C0241157', 'C0041834']"
ook,['C0859032']
ooze,"['C0013491', 'C0241157', 'C0085624', 'C0443260', 'C0016382']"
opacification,"['C0205400', 'C0026961']"
opacity,"['C0205400', 'C0035508', 'C0030232', 'C0018800', 'C0743482']"
opaciﬁcation,['C0026961']
opaque,['C0443260']
operatively,['C1313921']
ophthalmia,['C0026961']
ophthalmic,['C0026961']
ophthalmolcopcase,['C0085606']
ophthalmologic,['C0026961']
ophthalmological,['C0026961']
ophthalmologist,['C0026961']
ophthalmoloq,['C0085636']
ophthalmoplegium,"['C0030552', 'C0004134', 'C0013362', 'C0234133', 'C0872410']"
ophthalmoscopy,['C0026961']
opioid,['C0030193']
opium,['C0728899']
opml,['C0741302']
opportunity,['C1299586']
opposed,['C0542044']
oppositional,['C0424337']
optimism,['C0233481']
orbitofrontal,['C0030318']
orchidopexy,['C0006157']
orchitis,['C0018965']
orebp,['C0235396']
orexin,['C0917799']
organ,['C1313921']
organomegaly,"['C0019214', 'C0019209', 'C0038002', 'C0003862', 'C0020639']"
organophosphorous,['C0728899']
organs,['C0003126']
orgasm,"['C1384606', 'C0600142', 'C0917801', 'C0013428']"
orgasmic,"['C1384606', 'C0600142', 'C0558141']"
orlistat,['C0043094']
orofac,['C0024031']
orofacial,"['C0013132', 'C0542073', 'C0034880']"
oronasal,"['C0038450', 'C0037384']"
oropharyngeal,['C0019825']
orosomucoid,['C0239981']
orphanhood,['C0237154']
orthodromic,['C0231530']
orthographically,['C0233647']
orthopaedist,['C0036396']
orthopcrim,['C0085606']
orthostatic,"['C0149746', 'C0020649', 'C0039070', 'C0020578', 'C0020621']"
osa,"['C0037384', 'C0700292', 'C0751229', 'C0039070', 'C0917799']"
osah,"['C0037384', 'C0751229', 'C0014394', 'C0700292', 'C1321756']"
osas,"['C0037384', 'C0700292', 'C0751229', 'C0917799', 'C1321756']"
oscillating,['C0542044']
oscillator,['C0542044']
oscillometry,"['C0020578', 'C0425488']"
osd,"['C0085636', 'C0026961']"
osdi,['C0085636']
osdus,['C0085636']
osis,['C0032739']
osmf,['C0149758']
osmo,['C0235396']
osmolality,"['C0020625', 'C0235396', 'C0032617', 'C0020461']"
osmolar,"['C0020461', 'C0020625']"
osmolarity,"['C0235396', 'C0020440']"
osmolyte,['C0235396']
osmoregulation,['C0235396']
osmoregulatory,['C0235396']
osmosensitive,['C0235396']
osmotic,['C0235396']
osmotically,['C0235396']
ospemifene,['C0600142']
ost,['C0237154']
ostectomy,['C0008767']
osteoarthrosis,['C0036396']
osteochondral,['C0241158']
osteochondrosis,['C0311395']
osteopath,"['C0024031', 'C0036396']"
osteopathic,['C0024031']
osteopathy,"['C0036396', 'C0024031']"
osteophyte,['C0241158']
osteophytosis,['C0018862']
osteoradionecrosis,"['C0149758', 'C0019825']"
osteosclerotic,['C0018862']
ostomy,['C1384606']
otalgium,"['C0019825', 'C0085636', 'C0042571', 'C0030554', 'C0423571']"
otg,"['C0085624', 'C0033774', 'C0677500']"
othera,['C0018965']
otional,"['C0424230', 'C0233492']"
oto,"['C0040264', 'C0042571']"
otoacoustic,"['C0034880', 'C0040264']"
otof,['C0003126']
otolaryngolcrim,['C0085606']
otolaryngologic,"['C0149758', 'C0042571']"
otolaryngological,['C0149758']
otolaryngologist,"['C0038450', 'C0019825']"
otolaryngology,"['C0019825', 'C0042571', 'C0038450', 'C0040264']"
otologic,['C0034880']
otological,"['C0042571', 'C0013362', 'C0034880', 'C0003126', 'C0040264']"
otorhinolaryngolceoclinical,['C0040264']
otorhinolaryngology,"['C0042571', 'C0040264', 'C0034880']"
otorrhea,"['C0019825', 'C0019079']"
otoscopic,"['C0035508', 'C0231890']"
otoscopy,['C0035508']
ototoxic,"['C0026961', 'C0034880', 'C0728899']"
ototoxicity,"['C0026961', 'C0034880']"
ouc,['C0311395']
outburst,"['C0028084', 'C0027769', 'C0872410', 'C0312422', 'C0917801']"
outcomeshealth,"['C0344315', 'C0004604']"
outmost,['C0241158']
outpouching,"['C0205400', 'C0740844']"
ovariectomize,['C0239301']
ovariectomized,['C0239301']
ovcf,['C0036396']
ovemp,"['C0040264', 'C0231530']"
overactive,"['C0242453', 'C0024031', 'C0014394', 'C1321756']"
overactivity,"['C0037763', 'C1321756', 'C0020625']"
overconsumption,"['C0020175', 'C0043094', 'C0149696']"
overcrowded,['C0237154']
overcrowding,['C0237154']
overdistension,"['C0020440', 'C0020578', 'C0700292', 'C0264576', 'C0232118']"
overdosage,"['C0559546', 'C0728899', 'C0020461', 'C0020621', 'C0020649']"
overdose,"['C0728899', 'C0559546', 'C0020649']"
overeat,"['C0020175', 'C0043094']"
overeating,"['C0020175', 'C0043094', 'C0149696']"
overexposure,['C0728899']
overfed,['C0043094']
overfeed,"['C0043094', 'C0020175']"
overfeeding,"['C0043094', 'C0020175']"
overgrowth,['C0205400']
overinflation,"['C0264576', 'C0743482', 'C0232118', 'C0700292', 'C0035508']"
overlaid,['C0429562']
overlay,['C0429562']
overlie,['C0205400']
overload,"['C0231187', 'C0020625', 'C0700292', 'C0235396', 'C0020649']"
overloaded,['C0235396']
overloading,"['C0231187', 'C0235396', 'C0277845']"
overlying,['C0205400']
overnutrition,"['C0043094', 'C0497406']"
overpressure,['C0277845']
oversized,"['C0857516', 'C0277845']"
overstimulation,"['C0241526', 'C0037763', 'C0235396', 'C0728899', 'C0034880']"
overt,"['C0231221', 'C0231187']"
overtrain,['C0392674']
overtraining,"['C0392674', 'C0015672', 'C0149746', 'C0231230', 'C0020578']"
overuse,"['C0024031', 'C0036396', 'C0018681', 'C0030193']"
overwhelmed,"['C0857256', 'C0847488', 'C0558261']"
overwork,"['C0312422', 'C0917801', 'C0392674']"
overworked,['C0847488']
ovs,['C0233647']
ovulation,['C0156543']
oxandrolone,['C0239301']
oximetry,"['C0700292', 'C0578150', 'C0020578', 'C0232118']"
oxn,"['C0600142', 'C0018932']"
oxygenation,"['C0700292', 'C0020578', 'C0020440']"
oxyhemoglobin,"['C0700292', 'C0020578']"
oxymetry,"['C0240100', 'C0578150', 'C0028961', 'C0700292', 'C0020578']"
oxytocic,['C0006157']
oﬁ,['C0859032']
oﬂ,['C0859032']
paag,['C0443260']
pab,['C0746619']
pabc,['C0860096']
pacemaker,"['C0232201', 'C0039070']"
pacer,['C0232201']
pacing,"['C0232201', 'C0520886', 'C0039070']"
pacinian,['C0231530']
packaging,['C0016927']
packyear,"['C0337672', 'C0743482']"
pacu,"['C0578150', 'C0232602', 'C0028961']"
padl,['C0425251']
padm,['C0241158']
paediatrics,['C0576456']
paee,['C0205254']
pagetoid,['C0741302']
paid,['C0858924']
palatability,"['C0020175', 'C0424337']"
palatable,['C0020175']
pale,"['C0030232', 'C0241157']"
palisading,['C0741302']
pallidotomy,['C0233565']
pallidus,['C0392699']
palmoplantar,['C0332573']
palpable,"['C0232498', 'C0038999', 'C0332575', 'C0000731', 'C0019209']"
palpation,"['C0006318', 'C0332575', 'C0232498']"
palpebral,['C0030232']
palsy,"['C0030552', 'C0037763', 'C0013362', 'C0233844', 'C0042571']"
pancreatin,['C0016204']
pancuronium,['C0522224']
pancytokeratin,['C0741302']
panhypopituitarism,"['C0032617', 'C0013362', 'C0019214']"
panin,['C0741302']
panniculus,['C0241158']
pannus,['C0241158']
paod,['C0002962']
papilledema,"['C0151315', 'C0030232', 'C0085636', 'C0030552', 'C0085635']"
papilloedema,"['C0151315', 'C0030232', 'C0085636', 'C0030552', 'C0026961']"
papillomatosis,['C0038450']
papillomatous,"['C0241157', 'C0041834', 'C0332573', 'C0037580']"
papular,"['C0332573', 'C0041834', 'C0241157']"
papule,"['C0332573', 'C0241157', 'C0038999', 'C0041834']"
parabasal,['C0741302']
paracentesis,['C0028961']
paracetamol,['C0559546']
parachute,['C0008301']
paraclinical,"['C0007398', 'C0151315', 'C0234133']"
paracolic,['C1313921']
paradigin,['C0233647']
paradoxical,['C0241526']
paraesthesia,"['C0030554', 'C0392699', 'C0423571', 'C0028643', 'C0030552']"
paraesthesium,"['C0030554', 'C0028643', 'C0392699', 'C0423571', 'C0013491']"
parafoveal,['C0085635']
parafunctional,"['C0149758', 'C0013132', 'C0037384', 'C0872410']"
parakeratosis,['C0241157']
parakeratotic,['C0241157']
paralysis,"['C0030552', 'C0037763', 'C0030554', 'C0004134', 'C0009024']"
paralytic,"['C0030552', 'C0037763', 'C0234133', 'C0030554', 'C0085628']"
paralyze,"['C0522224', 'C0242143', 'C0009024']"
paralyzed,"['C0522224', 'C0242143', 'C0872410']"
parameters,['C0425488']
paranoid,"['C0424230', 'C0007398', 'C0022107', 'C0438696', 'C0234133']"
paraphernalia,['C0237154']
paraphilia,"['C0558141', 'C0007398']"
paraphrase,['C0233647']
paraplegia,"['C0030552', 'C0004134', 'C0018991', 'C0013362', 'C0037763']"
paraplegic,"['C0024031', 'C0522224', 'C0425251']"
paraquat,['C0728899']
parasitologically,['C0032739']
parasitosis,"['C0742985', 'C0011991']"
parasomnia,"['C0751229', 'C0014394', 'C0007398', 'C0037384', 'C0085628']"
parasternal,['C0232257']
parasuicide,['C0438696']
paratenon,['C0241158']
paratyphoid,"['C0011991', 'C0424749']"
paravalvular,['C1313921']
parenchyma,"['C0221198', 'C0205400']"
parenchymal,"['C0205400', 'C0221198']"
parenter,['C0006625']
parenteral,['C0011991']
paresthesium,"['C0030554', 'C0028643', 'C0392699', 'C0423571', 'C0012833']"
parietooccipital,['C0347938']
parity,"['C0860096', 'C0156543']"
parole,['C0237154']
paronychium,"['C0013491', 'C0033774', 'C0041834', 'C0085624', 'C0241157']"
parotid,"['C0019825', 'C0038990']"
parotitis,['C0037580']
parous,['C0239301']
paroxysm,"['C0037763', 'C0018681', 'C0036572', 'C0423571', 'C0235710']"
paroxysmal,"['C0042571', 'C0039070', 'C0036572', 'C0037763', 'C0018681']"
partial,['C0030552']
participle,['C0233647']
partnered,['C0237154']
partum,"['C0156543', 'C0006157']"
parturient,"['C0860096', 'C0006157', 'C0156543']"
parturition,['C0156543']
pasi,['C1517205']
passive,['C0037383']
pasus,['C1517205']
patches,['C0241157']
patching,['C0026961']
patchy,"['C0241157', 'C0205400']"
patdp,"['C0553668', 'C0576456']"
patellofemoral,['C0024031']
pathognomonic,['C0019214']
patholcase,['C0741302']
pathologists,['C0741302']
pathology,['C0221198']
patient,"['C0231221', 'C0030193']"
patients,['C0018991']
patientsnephrol,['C0239981']
paucibacillary,['C0032739']
paw,['C0311395']
paylor,['C0242143']
pbo,['C0600142']
pbw,['C0425488']
pco,['C0019572']
pcsa,['C0241158']
pct,['C0578150']
pd,"['C0233565', 'C0234133', 'C0040822', 'C0338656']"
pdb,['C0429562']
pdbid,['C0429562']
pdd,['C0234133']
pdph,"['C0020649', 'C0019080', 'C0036396']"
pdrp,['C0020625']
pdss,['C0028084']
pearlsong,['C0085606']
pearly,"['C0443260', 'C0332573', 'C0241157']"
pearsons,"['C0578859', 'C0344315']"
peau,"['C0332573', 'C0241157', 'C0041834']"
pecking,['C0424337']
pectori,"['C0002962', 'C0235710', 'C0008031', 'C0004604', 'C0030252']"
pedi,['C0013491']
pediatrbmc,['C0576456']
pediatrcase,"['C0476287', 'C0549483']"
pedigree,['C0281825']
pedometer,['C0205254']
pedunculopontine,['C0040822']
peel,['C0948786']
peeling,['C0026961']
peep,"['C0020440', 'C0700292', 'C0020578', 'C0425488']"
pef,"['C0013404', 'C0043144']"
pefr,"['C0043144', 'C0425488']"
pegboard,"['C0233844', 'C0233565']"
pegol,['C1517205']
pellagra,"['C0742985', 'C0149696']"
pelvic,['C1384606']
pelvicalyceal,['C1313921']
pendleton,['C0554980']
pendrin,['C0235396']
pendular,"['C0872410', 'C0042571', 'C0040822']"
penetrative,['C1384606']
penh,['C0425488']
penile,['C1384606']
pennation,['C0427008']
pentad,['C0007398']
penton,['C0016927']
pentylenetetrazol,['C0036572']
pentylenetetrazole,['C0036572']
peopleage,['C0871754']
peptic,['C0018834']
perceive,['C0233481']
percentile,"['C0041667', 'C0497406', 'C0085639']"
perceptible,"['C0332575', 'C0541911']"
percreta,"['C0006157', 'C0019080', 'C1313921']"
percussion,"['C0541911', 'C0231890', 'C0277845', 'C0232498', 'C0035508']"
perforation,['C0019080']
perianal,"['C0232726', 'C0041834', 'C1384606']"
peribronchial,"['C0743482', 'C0035508', 'C0205400']"
peribronchiolar,"['C0743482', 'C0205400']"
peribulbar,['C0026961']
pericardial,['C0264576']
pericardiocentesis,['C0578150']
pericarditis,"['C0424749', 'C0018800']"
pericardium,['C0241158']
pericellular,['C1269955']
pericentral,['C0347938']
pericholecystic,"['C0277977', 'C0443260', 'C0740844', 'C1313921', 'C0205400']"
perichondrium,['C0241158']
pericolic,['C0740844']
pericranial,"['C0423571', 'C0030193', 'C0036396', 'C0392699']"
perifocal,['C0013491']
perifollicular,"['C0241157', 'C0332573']"
perihepatic,"['C1313921', 'C0740844']"
perimenopausal,"['C0600142', 'C0239301']"
perimenopause,"['C0600142', 'C0235250', 'C0239301']"
perinatal,['C0006157']
perinatology,['C0860096']
perineal,['C1384606']
perinephric,['C1313921']
perineum,['C1384606']
perineural,['C0221198']
periocular,['C0013491']
period,['C0085639']
periodic,['C0542044']
periodicals,['C0085631']
perioperative,['C0578150']
perioperatively,['C0578150']
perioral,"['C0085624', 'C0013491', 'C0392699', 'C0019825', 'C0041834']"
periorbital,"['C0013491', 'C0041834', 'C0332575', 'C0085636', 'C0085624']"
periosteal,['C0241158']
periosteum,['C0241158']
periostitis,['C0038999']
peripancreatic,"['C0740844', 'C1313921']"
peripartum,"['C0860096', 'C0006157']"
perirenal,['C1313921']
peristalsis,"['C1321756', 'C0232602', 'C0009806', 'C0016204', 'C1291077']"
peristomal,"['C0008767', 'C0013491']"
peritendinous,['C0241158']
peritonea,['C1313921']
peritoneal,"['C0003962', 'C1313921']"
peritoneum,['C1313921']
